"CA Owner","Parent Name","Certificate Name","Certificate Issuer Common Name","Certificate Issuer Organization","Certificate Subject Common Name","Certificate Subject Organization","Certificate Serial Number","SHA-256 Fingerprint","Subject + SPKI SHA256","Valid From [GMT]","Valid To [GMT]","Public Key Algorithm","Signature Hash Algorithm","Extended Key Usage","CP/CPS Same As Parent","Certificate Policy (CP)","Certification Practice Statement (CPS)","Audits Same As Parent","Standard Audit","BR Audit","Auditor","Standard Audit Statement Dt","Comments","Subordinate CA Owner"
"DigiCert","BT Class 2 CA - G3","Malta Transport Authority - Licensing and Testing Directorate G3","BT Class 2 CA - G3","British Telecommunications plc","Malta Transport Authority - Licensing and Testing Directorate G3","Government of Malta","6310C07319134336C168AAAB066B1681","CC1FD4FD55B147B40FE87935105F4B86FF4728D1A34B9B22D13BEBFF8810B1DA","71B617FE9D5067F902843911C83CCAF2CD1DA72885A5294AA40E8D9B0B0BB03F","2015 Aug 20","2020 Aug 19","RSA 2048 bits","SHA256WithRSA","(not present)","","","https://www.trustwise.com/legal-repository/assets/pdf/BT-CPS-v5.1.pdf","","https://bugzilla.mozilla.org/attachment.cgi?id=9103404","","LSTI","2019.10.22","","British Telecommunications plc"
"DigiCert","Cartão de Cidadão 001","EC de Assinatura Digital Qualificada do Cartão de Cidadão 0005","Cartão de Cidadão 001","SCEE - Sistema de Certificação Electrónica do Estado","EC de Assinatura Digital Qualificada do Cartão de Cidadão 0005","Cartão de Cidadão","04BBAB19BEF2904A","0BCE12D1E7CF19A98E4692139251DAAFCA1F4EB22B0D386CD6B3C5BF01C42F4E","FCCCBB8E327DFD02DDF4A99BC1B8ED6D22CDC597BDD093B8DD0C5D0690104CCD","2011 Apr 05","2017 Jun 04","RSA 2048 bits","SHA1WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","Cartão de Cidadão 001","EC de Assinatura Digital Qualificada do Cartão de Cidadão 0006","Cartão de Cidadão 001","SCEE - Sistema de Certificação Electrónica do Estado","EC de Assinatura Digital Qualificada do Cartão de Cidadão 0006","Cartão de Cidadão","27BB2CA3E58FE2EC","23610C57DB32799818E217837CA2AB0D0BE6AF435055C888ECAD6539130B4FCC","F10AAC6765C0B200C07E96D30FE9CF34259771C70939247E7061062E563A60A1","2012 Feb 28","2018 Apr 29","RSA 2048 bits","SHA1WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","Cartão de Cidadão 001","EC de Autenticação do Cartão de Cidadão 0005","Cartão de Cidadão 001","SCEE - Sistema de Certificação Electrónica do Estado","EC de Autenticação do Cartão de Cidadão 0005","Cartão de Cidadão","1ADEB5688EFB7093","42A811EFD9D7FA97DA090A0808D110F0A21A3A687A7375A667779FFF52C8E953","67E1BAFCF594FF6CFD6A918F50394CA5083CCE240446AB05D7B3C74DC31CF079","2011 Apr 05","2017 Jun 04","RSA 2048 bits","SHA1WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","Cartão de Cidadão 001","EC de Autenticação do Cartão de Cidadão 0006","Cartão de Cidadão 001","SCEE - Sistema de Certificação Electrónica do Estado","EC de Autenticação do Cartão de Cidadão 0006","Cartão de Cidadão","67D299F190EB88F7","99DF7097B97A74E568F8B67820F031B9EC74EACAF6CB1AAF622D53301D9B5321","73E4444938C4A41F443F5B6593E49496717D22D4E4677565DFB3047EF7DC42F9","2012 Feb 28","2018 Apr 29","RSA 2048 bits","SHA1WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","Certisign Class 2 CA - G2","Autoridade Certificadora TIM","Certisign Class 2 CA - G2","Certisign Certificadora Digital S.A.","Autoridade Certificadora TIM","TIM Celular S.A.","6126414A5980712A4F7A717A74428EB8","5E94A28F5C05F6F1637D0452BE734ED5F6BF66AC3962A1550E16FA8B14A0695D","1A612527FB1DF6E83FD28C229FDCC70459B1AB2D469F2B21378E12C3050245EE","2011 Apr 19","2017 Jan 28","RSA 2048 bits","SHA1WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","Certisign Class 2 CA - G3","Certisign Autoridade Certificadora Classe 2 - G3","Certisign Class 2 CA - G3","Certisign Certificadora Digital S.A.","Certisign Autoridade Certificadora Classe 2 - G3","Certisign Certificadora Digital S.A.","5352527D85870697B6462627AFA184BD","BEA5661071DAC98C61BE6870B2A70A7A95B45D1623EE38025149967BFFB6D8F9","7E4D9112301785804ED640F53462E1142353DCA99E2A83A8F8F8EE2109E24041","2015 Sep 22","2020 Sep 21","RSA 2048 bits","SHA256WithRSA","(not present)","","","http://ctn.certisign.com.br/ctn/dpc/dpc-certisign-trust-network-authority.pdf","","https://bugzilla.mozilla.org/attachment.cgi?id=9101182","","Ernst & Young, LLP","2019.09.08","","CERTISIGN CERTIFICADORA DIGITAL"
"DigiCert","CertiSur Class 2 CA - G2","Autoridad Certificante Bolsa de Comercio de Rosario - G2","CertiSur Class 2 CA - G2","CertiSur S.A.","Autoridad Certificante Bolsa de Comercio de Rosario - G2","Bolsa de Comercio de Rosario","01AAC263A9BF254A59577E526973F956","479C819FA2F318E9D2910842B045607B66C4BEBCACDD49DB4412859846145AB7","AC1FCF15C96E2E4CAADD7431F153F0A4E23D77B21C6D6C607FAD6732B3174094","2009 Sep 22","2019 Sep 20","RSA 2048 bits","SHA1WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","CertiSur Class 2 CA - G2","CertiNet S.A. Firma Electronica Avanzada","CertiSur Class 2 CA - G2","CertiSur S.A.","CertiNet S.A. Firma Electronica Avanzada","CertiNet S.A.","12CBDA0F1C1BB39712470320EE9D3B01","CF0F44D90CC34C72DA3473149F409756C29FE7EF9D2A258AE9949D8DB7E6FB96","5A2058517323E846977EB7C88737E64F0C0E18F30004E35CCC44D29E1C28602C","2009 Sep 22","2016 Dec 31","RSA 2048 bits","SHA1WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","CertiSur Class 2 CA - G2","CertiNet S.A. Firma Electronica Avanzada - G2","CertiSur Class 2 CA - G2","CertiSur S.A.","CertiNet S.A. Firma Electronica Avanzada - G2","CertiNet S.A.","28CC03EDE4DE4960EFFCB81FEB65F6EA","9E6A855CE54EEC87E260E281BAEBF8B2481B74C1BE2840EE085014431E087BC4","58514BF6C3BFD400B61A1AF900316A14FCFE1BDBBA05CA350F3624EE0154A0AE","2014 Sep 16","2019 Sep 15","RSA 2048 bits","SHA1WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","CertiSur Class 2 CA - G3","Autoridad Certificante Banco Itau Argentina - G2","CertiSur Class 2 CA - G3","CertiSur S.A.","Autoridad Certificante Banco Itau Argentina - G2","Banco Itau Argentina S.A.","56B98EF0CB200DBC874E0EF94905FB3F","C951DAECBDC59763C6681825DBED0780C3E8921E1E76E9AAD3146F1B0C18F9B9","ABE850169E149A0C978969325E2948C851DBEC8BA2D7C7F2CB99359B3E52ED79","2016 Jan 19","2021 Jan 18","RSA 2048 bits","SHA256WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","CertiSur Class 2 CA - G3","Autoridad Certificante Banco Santander Rio - Empleados G2","CertiSur Class 2 CA - G3","CertiSur S.A.","Autoridad Certificante Banco Santander Rio - Empleados G2","Banco Santander Rio S.A.","4A011D4FD833AF159925560F5E421880","4100F6070323E58BB5159290C24D3005601F875687665B48EC4DF65E3F1A8AC2","12E681678AF0D83BFF447ED4CFB3D64BF6839FB0BEBB14FF12164023E64FC6F2","2015 Nov 19","2020 Nov 18","RSA 2048 bits","SHA256WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","CertiSur Class 2 CA - G3","Autoridad Certificante Banco Santander Rio - G2","CertiSur Class 2 CA - G3","CertiSur S.A.","Autoridad Certificante Banco Santander Rio - G2","Banco Santander Rio S.A.","5F0F49A1AB70E5C2DC0346B261D95CF2","C7B68879237403950E17F2BE6204834843211E04D3A885632568A77636E5BF3D","CF2E164B0059797B81F279FF49FEA17D1B5D11C794F20D40C483B1B2635065B2","2015 Aug 18","2020 Aug 17","RSA 2048 bits","SHA256WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","CertiSur Class 2 CA - G3","Autoridad Certificante Bolsa de Cereales - G2","CertiSur Class 2 CA - G3","CertiSur S.A.","Autoridad Certificante Bolsa de Cereales - G2","Bolsa de Cereales","66F19AEEB1A2BD899CB598BD7A84840C","54E37620BF05CEAFBB2286EB251F69434C84677B8122299AF2E07750341268E2","85ABD32949A9B62C6D4B20FF7AC4F43683F7FEA431B88E6DED26E37A37CD6505","2015 Aug 18","2022 Jul 25","RSA 2048 bits","SHA256WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","CertiSur Class 2 CA - G3","Autoridad Certificante Bolsa de Comercio de Rosario - G2","CertiSur Class 2 CA - G3","CertiSur S.A.","Autoridad Certificante Bolsa de Comercio de Rosario - G2","Bolsa de Comercio de Rosario","7B7C2F05303310B160FE4931B6A63647","D07148B53FF8D0E170D714EFB4F265DAD1FF403872D9EDD5FEBB394FBEE4CB72","AC1FCF15C96E2E4CAADD7431F153F0A4E23D77B21C6D6C607FAD6732B3174094","2015 Aug 18","2019 Sep 20","RSA 2048 bits","SHA256WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","CertiSur Class 2 CA - G3","Autoridad Certificante CertiSur","CertiSur Class 2 CA - G3","CertiSur S.A.","Autoridad Certificante CertiSur","CertiSur S.A.","7AB072A95F4221C4529A9C6E0C433EEE","C856F854F6FC94EC4D496E6CDAE6C66AA2D8CAFDBF87C928B9898E327B962A3F","5214EBBD0F107B91974A387C6F55B5834201ADF061F1F24A4B9866B3EAA223D1","2016 Apr 28","2021 Apr 27","RSA 2048 bits","SHA256WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","CertiSur Class 2 CA - G3","CertiNet S.A. Firma Electronica Avanzada - G2","CertiSur Class 2 CA - G3","CertiSur S.A.","CertiNet S.A. Firma Electronica Avanzada - G2","CertiNet S.A.","02A6946F5A61CCE0261D88CAAB7B34A1","75F7A403D99D49883D41ACAEAFDC551361FC4B1692706ABC27F82B36DB5A5575","58514BF6C3BFD400B61A1AF900316A14FCFE1BDBBA05CA350F3624EE0154A0AE","2015 Aug 18","2019 Sep 15","RSA 2048 bits","SHA256WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","Cybertrust Global Root","Cybertrust Global Root","Cybertrust Global Root","Cybertrust, Inc","Cybertrust Global Root","Cybertrust, Inc","0400000000014372956BA7","802447EE521CC666CDB7BBAE93A385E55F200D76A3D1356A85445AC4CBDBED12","3809F4A8D037A3475CAB0213DE94551E1B9879FADB9D42845076B81C372D4E82","2014 Jan 08","2030 Dec 15","RSA 2048 bits","SHA256WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","Cybertrust Global Root","Cybertrust Japan EV CA G2","Cybertrust Global Root","Cybertrust, Inc","Cybertrust Japan EV CA G2","Cybertrust Japan Co., Ltd.","0400000000013AE537ED9E","8917FCCC50424C56C985BC0B352F53B0CC9A8E4B7763242EA988C9D1CD0527F0","50F944FB8A54594F903E53D7AA8167511287F9CFB3554C85FA7CC5FA5A6C2290","2012 Nov 09","2019 Dec 09","RSA 2048 bits","SHA1WithRSA","(not present)","","","https://www.cybertrust.ne.jp/repository/sureserver/EVC_CPS_Ver4.1_English.pdf","","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=225257","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=225258","KPMG","2019.02.07","CTJ audits are published in Japanese then English in a single document. CTJ has a separate CPS for EV and OV and therefore a separate WTCA and WTBR audit is completed for each CPS. In the seal links above, the WTCA and WTBR contain both audits in a single document. The OV CAs appear in the scope list of the audit to the OV CPS while the EV CAs appear in the scope list of the audit to the EV CPS.","Cybertrust Japan Co., Ltd."
"DigiCert","Cybertrust Global Root","Cybertrust Japan EV CA G2","Cybertrust Global Root","Cybertrust, Inc","Cybertrust Japan EV CA G2","Cybertrust Japan Co., Ltd.","040000000001437203349A","BD45B252C72F3D6D94A57BD6F73154129762880396E74417ACF51257932969C6","50F944FB8A54594F903E53D7AA8167511287F9CFB3554C85FA7CC5FA5A6C2290","2014 Jan 08","2019 Dec 10","RSA 2048 bits","SHA1WithRSA","(not present)","","","https://www.cybertrust.ne.jp/repository/sureserver/EVC_CPS_Ver4.1_English.pdf","","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=225257","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=225258","KPMG","2019.02.07","CTJ audits are published in Japanese then English in a single document. CTJ has a separate CPS for EV and OV and therefore a separate WTCA and WTBR audit is completed for each CPS. In the seal links above, the WTCA and WTBR contain both audits in a single document. The OV CAs appear in the scope list of the audit to the OV CPS while the EV CAs appear in the scope list of the audit to the EV CPS.","Cybertrust Japan Co., Ltd."
"DigiCert","Cybertrust Global Root","Cybertrust Japan EV CA G2","Cybertrust Global Root","Cybertrust, Inc","Cybertrust Japan EV CA G2","Cybertrust Japan Co., Ltd.","040000000001446E1952E6","87D9130F0DB2627814E486AF7FE1954C1FE4E3CBFA193D0F66AA1157CC9EE08C","50F944FB8A54594F903E53D7AA8167511287F9CFB3554C85FA7CC5FA5A6C2290","2014 Feb 26","2019 Dec 10","RSA 2048 bits","SHA256WithRSA","(not present)","","","https://www.cybertrust.ne.jp/repository/sureserver/EVC_CPS_Ver4.1_English.pdf","","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=225257","https://www.cpacanada.ca/generichandlers/CPACHandler.ashx?attachmentid=225258","KPMG","2019.02.07","CTJ audits are published in Japanese then English in a single document. CTJ has a separate CPS for EV and OV and therefore a separate WTCA and WTBR audit is completed for each CPS. In the seal links above, the WTCA and WTBR contain both audits in a single document. The OV CAs appear in the scope list of the audit to the OV CPS while the EV CAs appear in the scope list of the audit to the EV CPS.","Cybertrust Japan Co., Ltd."
"DigiCert","Cybertrust Global Root","DigiCert Extended Validation CG CA","Cybertrust Global Root","Cybertrust, Inc","DigiCert Extended Validation CG CA","DigiCert Inc","07484B82ADE48D7E4A650CF84BCFAB52","38FDF62507CEDEE16B1455E96BD23D5C6F6C5654D68C7E3B27238D2C73744A86","66A46978DFE9D59955978097CA69B53DD6F418B99740F488783AB6395487D42F","2018 Sep 24","2021 Dec 14","RSA 2048 bits","SHA256WithRSA","ExtKeyUsageServerAuth,ExtKeyUsageClientAuth","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root CA","Adobe Analytics - DigiCert CA","DigiCert Assured ID Root CA","DigiCert Inc","Adobe Analytics - DigiCert CA","Adobe Systems Incorporated","0E58040994F54F78FFC7B489166A145D","D5C009312F845C5EC8506EAD560D62447BFF4A60A9C25210511217AD6DE76AED","2C1E286F63E94A278E84B3481BC47841A4274F4539ED631D3C792ECE04FBE701","2013 Apr 18","2021 Apr 18","RSA 2048 bits","SHA1WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root CA","Data Management Intermediate CA2","DigiCert Assured ID Root CA","DigiCert Inc","Data Management Intermediate CA2","Fresenius Kabi AG","08560FA20AB6A40045079262034152EE","422F9D4E68134E362B7569E5298A173CEC40C7C7274B2263A9BC8ADA1D1A23FA","1AD95283454712BC279F8E44A8416F754942B5501179DE0DB636236B3F2FB6A9","2020 Oct 09","2025 Aug 25","RSA 2048 bits","SHA256WithRSA","ExtKeyUsageServerAuth,ExtKeyUsageClientAuth","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root CA","Data Management Intermediate Certificate Authority","DigiCert Assured ID Root CA","DigiCert Inc","Data Management Intermediate Certificate Authority","Fresenius Kabi AG","0E8B75241B550FEF5886BBAEA4ECE1C0","54837EF7B5AC4AA23606A15EF30DE46E9BB7E23E60F6ED4F2612092B94EDC68F","DFC83F4EC2FE1EA718815B87907EA4FB8C15F9462465EB8F9D2DF715D8E42703","2015 Aug 25","2025 Aug 25","RSA 2048 bits","SHA256WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root CA","DigiCert Assured ID CA-1","DigiCert Assured ID Root CA","DigiCert Inc","DigiCert Assured ID CA-1","DigiCert Inc","0A04DF21745D4D2B8CEA3372050050E9","B8F44E4B1F8697DF54BB3D0F1E67596CE2FE9DABA85AF4E6F2A2E74396F8C56D","3A98A0AE44EEB8A323A84BA43C407CE2269E750164EA831074AB6B7739C72161","2006 Nov 10","2021 Nov 10","RSA 2048 bits","SHA1WithRSA","ExtKeyUsageServerAuth,ExtKeyUsageClientAuth,ExtKeyUsageCodeSigning,ExtKeyUsageEmailProtection,ExtKeyUsageTimeStamping","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root CA","DigiCert Assured ID CA-1","DigiCert Assured ID Root CA","DigiCert Inc","DigiCert Assured ID CA-1","DigiCert Inc","06FDF9039603ADEA000AEB3F27BBBA1B","425E72C87FF22855D9908B71AB4C64B0D2F248287097690C62FE733F631DE38F","3A98A0AE44EEB8A323A84BA43C407CE2269E750164EA831074AB6B7739C72161","2006 Nov 10","2021 Nov 10","RSA 2048 bits","SHA1WithRSA","ExtKeyUsageServerAuth,ExtKeyUsageClientAuth,ExtKeyUsageCodeSigning,ExtKeyUsageEmailProtection,ExtKeyUsageTimeStamping","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root CA","DigiCert Assured ID Intermediate CA (SHA2)","DigiCert Assured ID Root CA","DigiCert Inc","DigiCert Assured ID Intermediate CA (SHA2)","DigiCert Inc","0C55A5E8D3CF4FB359F00B2B722FEEF9","C2B4BBEF4A1A643F334ED0850F928876D2AE3AE3642B986014D68C673C04D081","4108FF1D016D5E5B8974EB1E6177B57ED63CA77032E0FAB69068604CF23EFBB8","2011 Dec 07","2026 Dec 07","RSA 2048 bits","SHA256WithRSA","ExtKeyUsageServerAuth,ExtKeyUsageClientAuth,ExtKeyUsageEmailProtection","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root CA","DigiCert Assured ID SMIME RSA SHA256 2020 CA1","DigiCert Assured ID Root CA","DigiCert Inc","DigiCert Assured ID SMIME RSA SHA256 2020 CA1","DigiCert, Inc.","0719C370ED8DC2633057B1BD28FB2019","5944AA2A86792A7BF5B748B79144DB7FD91FEEA5A3F3E2129C6B3145A3125B10","73B2765CC2EFFE2A06F6CB712B7D45372D1098C30949374E8CAB098877BB3914","2020 Dec 08","2030 Dec 07","RSA 2048 bits","SHA256WithRSA","ExtKeyUsageEmailProtection,ExtKeyUsageClientAuth","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root CA","DigiCert Assured ID TLS CA","DigiCert Assured ID Root CA","DigiCert Inc","DigiCert Assured ID TLS CA","DigiCert Inc","03556755D7AD03B1D31203D1F2B75F63","D7737E5F2D3FFCA429902E9F388CFD6C5959CD35A0FC103CEE2F7E93D1C66A52","1DBC6B605C322430234A14AF370E6FCCEFB61984149CCD4022E3FF5624C5FE89","2018 Feb 09","2030 Feb 09","RSA 2048 bits","SHA256WithRSA","ExtKeyUsageServerAuth,ExtKeyUsageClientAuth","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root CA","DigiCert Document Signing CA","DigiCert Assured ID Root CA","DigiCert Inc","DigiCert Document Signing CA","DigiCert Inc","09C7B7DBB278243791195E6AB1338710","B9C3073AAD74B368832F5497958E279B1D2777CAF8841713B28AB10A4BAA0810","8CF222AD5C9240DBB21819296DECC3F97F27FCBE79AD253BFB72A13B06D5C1DD","2013 Nov 05","2028 Nov 05","RSA 2048 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageEmailProtection","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root CA","DigiCert Grid Trust CA","DigiCert Assured ID Root CA","DigiCert Inc","DigiCert Grid Trust CA","DigiCert Grid","0715561FE57F30BE17898923C33A4450","1E0A3AB993157717281D42ABF801EB64DEED500E4168CA706D6A71D8103C73A2","63FFC89E48340993A940145DE70F18BD1F27C2FAFF3B7247D67F8A46C6D12A04","2011 Dec 07","2026 Dec 07","RSA 2048 bits","SHA1WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root CA","DigiCert Grid Trust CA G2","DigiCert Assured ID Root CA","DigiCert Inc","DigiCert Grid Trust CA G2","DigiCert Grid","0E09471BB1195A612BB4A4B5B0ED5609","28CBB4E0D9C4EE6D04AC8F14717605AE3A4BD8CBF8D081B27AF6EDB2F3D76A32","39757E18B10F0A5797C93B404BAC7B20730B755C37A4343792DF6EE91B44A4C6","2014 Jan 08","2029 Jan 08","RSA 2048 bits","SHA256WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root CA","DigiCert Secure Auth CA","DigiCert Assured ID Root CA","DigiCert Inc","DigiCert Secure Auth CA","DigiCert Inc","083665DC40F96B26B2DEADFC6D4BC56D","24E9F20AC167BB8F09DE8A1E9968CC53F0B5F3A4948F51B8647B40B186C75EBE","FA5EEA7A9449CB9D2F112749E16AA0379C69DF6E630899FE2268E4473F83FA95","2014 Apr 23","2029 Apr 23","RSA 2048 bits","SHA256WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root CA","DigiCert Secure Auth CA2","DigiCert Assured ID Root CA","DigiCert Inc","DigiCert Secure Auth CA2","DigiCert Inc","07151B55890120F571ADE595BED2CFC5","4759D6F4ED6DF0E08FC4CA801986E2BE10594DBAF341B4C45ABAFA3748887D25","9BFBEF6E701457EE0065009BA116BA800CC7E7E9C83A091B252F08D9B4DAF08B","2020 Oct 09","2030 Oct 08","RSA 2048 bits","SHA256WithRSA","ExtKeyUsageServerAuth,ExtKeyUsageClientAuth","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root CA","DigiCert SHA2 Assured ID CA","DigiCert Assured ID Root CA","DigiCert Inc","DigiCert SHA2 Assured ID CA","DigiCert Inc","04AE79606666901AB9C57FA66C5BDCCD","A542BCA09C5E4579C619774AE59082BCE0F86D261C5A7A5A0F6217C10279EA7C","26599D91B55304DBFA31F9FD9FD51DB7926309FA7B592147215BD5906551A389","2013 Nov 05","2028 Nov 05","RSA 2048 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageEmailProtection","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root CA","DigiCert SHA2 Assured ID CA - G1","DigiCert Assured ID Root CA","DigiCert Inc","DigiCert SHA2 Assured ID CA - G1","DigiCert Inc","0E9FA1D4C459B3D01A1DA2762B83509C","87BBAD4C915D56D2E74F044D7220B957D4A853D9A1818B52F3625417DB655E3A","159A94CEEAFC7FCE2FED35ED4EA4C7ACE9CFBA70F5044AE7E3E354068D6846F8","2019 May 17","2029 May 17","RSA 2048 bits","SHA256WithRSA","ExtKeyUsageEmailProtection","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root CA","Florida HIE Exchange CA","DigiCert Assured ID Root CA","DigiCert Inc","Florida HIE Exchange CA","Harris Corp","03F2580FD7878BA27DA0C5445ECEA5C3","6FF1FE0046E7AEE94A181916C614682AE4FE6304E21821A05B149944EDA257D0","9664648A0144E47BC0FD47FEF6B8108033404A2B6FADD429261E16416AC9FA9E","2013 Jan 15","2018 Jan 15","RSA 2048 bits","SHA1WithRSA","ExtKeyUsageServerAuth,ExtKeyUsageClientAuth","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root CA","Florida HIE Exchange CA G2","DigiCert Assured ID Root CA","DigiCert Inc","Florida HIE Exchange CA G2","Harris Corp","06CE2DFA816DD5C861DA666E53983CC3","AB8EE98A4B2B97E5905ECE80A64304C143AB38D9508FF7286F68235E0DB68A27","4A5A4C569D833DC240913500ADF8B654C8CEBFDC33A343C0CD43240D05350126","2015 Nov 11","2020 Nov 11","RSA 2048 bits","SHA256WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root CA","Google CA1","DigiCert Assured ID Root CA","DigiCert Inc","Google CA1","Google, Inc.","0BD13983F02C65441FFE49DD560E5E2C","438F473EBFC8884EF5D3E0D52D264CDBE56CA382D9EBFC689D77489409F55A6E","B72B3A1B2D1F5C0BF40372C01C87DD57E18EF9DC1A3459256DF58A45E163B1A4","2015 Aug 25","2025 Aug 25","RSA 2048 bits","SHA256WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root CA","Optum Public Trust CA 1","DigiCert Assured ID Root CA","DigiCert Inc","Optum Public Trust CA 1","Optum","01B74ED7E1BAB54EE1E27E9C59ACB5B6","253E3C9732DF8874C3D54DA522C1711142C98C2CEA7664635152A89A03EE9364","0119D57609B33D01021066A1E68A633A63484271C099006096D24C05CAFC96BC","2015 Apr 28","2025 Apr 28","RSA 2048 bits","SHA256WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root CA","Plex Devices High Assurance CA","DigiCert Assured ID Root CA","DigiCert Inc","Plex Devices High Assurance CA","Plex, Inc.","0E390DB57E6716959264DE50F3ED592F","48A7C9C5A36734FC9E204D63CE6BBBCD9E21C1978604760CD8D30D6F4C67B67C","23A2129213B7BA56A0D4BCC5E4BE6C0905486854054E68E4A97BBB6D4BC5C411","2015 Jan 14","2025 Jan 14","RSA 2048 bits","SHA256WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root CA","Sonavation IoT CA","DigiCert Assured ID Root CA","DigiCert Inc","Sonavation IoT CA","Sonavation, Inc.","0BF4A7AE22E5109DAF9398231CC3DB3C","4C56CA7A3C10EB58765E0FFCF8035C57C9F3BDB014862F676756CF789193F10E","F9938959990A7C35DD86311B0250630D145A8028FB5DBB66EF717D1FEA440CD2","2015 May 19","2025 May 19","RSA 2048 bits","SHA256WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root CA","TERENA eScience Personal CA 3","DigiCert Assured ID Root CA","DigiCert Inc","TERENA eScience Personal CA 3","TERENA","02B7C9DDADD2BD09EB59C45C900C6078","FDA947208BFA3203A6C57B8714A647B7009E5168E88951345450B1D2D3F91A7D","C683D431D5A3B187BD8E296715E9809436AB83F6B82142DE9778D76AFEB3D4A6","2014 Nov 18","2024 Nov 18","RSA 2048 bits","SHA256WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root CA","TERENA eScience SSL CA 3","DigiCert Assured ID Root CA","DigiCert Inc","TERENA eScience SSL CA 3","TERENA","0CB6A0BE500E3FA406B575700E0FFE6C","E1BE6BBBB70F5A241E736FC44C6A2160BF6CE19B95EDD67BF7BE896E83778745","098C1844E40A26C648D56F550D3AF4DC422EDC67ED83BBA685D75F577228B0BA","2014 Nov 18","2024 Nov 18","RSA 2048 bits","SHA256WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root CA","TERENA Personal CA 3","DigiCert Assured ID Root CA","DigiCert Inc","TERENA Personal CA 3","TERENA","034BEE171FB7E106372FD4724240BD2A","DD4E0C17900F3FC2A5B7B773AE40218AD73216B5CE5D285EBFFCE8830D0F034A","2D58C3CA6502388E3F76D12A0AEA54EF22C92E11F5E13AEBACE4D48E19E9D041","2014 Nov 18","2024 Nov 18","RSA 2048 bits","SHA256WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
