"CA Owner","Parent Name","Certificate Name","Certificate Issuer Common Name","Certificate Issuer Organization","Certificate Subject Common Name","Certificate Subject Organization","Certificate Serial Number","SHA-256 Fingerprint","Subject + SPKI SHA256","Valid From [GMT]","Valid To [GMT]","Public Key Algorithm","Signature Hash Algorithm","Extended Key Usage","CP/CPS Same As Parent","Certificate Policy (CP)","Certification Practice Statement (CPS)","Audits Same As Parent","Standard Audit","BR Audit","Auditor","Standard Audit Statement Dt","Comments","Subordinate CA Owner"
"certSIGN","certSIGN ROOT CA","CERTSIGN FOR BANKING QUALIFIED DS TEST CA V3","","certSIGN","CERTSIGN FOR BANKING QUALIFIED DS TEST CA V3","certSIGN","2006051670030EF4D27653C701A20B","01379EB7B85F68EDC2465B42438097687EBE1EAE49319639BFB342EFC3CEFA1D","13A562B6DD0B58D7703BD7CD530AC7F812A2887BC5B5D5B16829D032B7C2F9DC","2015 Apr 29","2025 Apr 29","RSA 2048 bits","SHA256WithRSA","","TRUE","","","TRUE","","","","","",""
"certSIGN","certSIGN ROOT CA","CERTSIGN FOR BANKING SIMPLE SSL PRODUCTION CA V3","","certSIGN","CERTSIGN FOR BANKING SIMPLE SSL PRODUCTION CA V3","certSIGN","20060516700314CCB6A74F43ECDF8D","CAE72F66D61AFB9A697338E8F5358D8071BAFA4AE4D2717C7E635FB5EA43D365","BA5FB650C6050309725922F8475E8C19710568408B9010B22E036A5D9B8A5769","2015 Sep 10","2025 Sep 10","RSA 2048 bits","SHA256WithRSA","","TRUE","","","TRUE","","","","","",""
"certSIGN","certSIGN ROOT CA","CERTSIGN FOR BANKING SIMPLE SSL TEST CA V3","","certSIGN","CERTSIGN FOR BANKING SIMPLE SSL TEST CA V3","certSIGN","2006051670030F08BD2E1E01A473C7","0AC2B6086EB10DB5576A3A1B8EB0E4344082C1B7D832504FCBF95A4804D51834","2B8C3D5E8CF48AECE17935C01C1DB100F5D40DC7F6241DFF1949B4EF027BF043","2015 Apr 29","2025 Apr 29","RSA 2048 bits","SHA256WithRSA","","TRUE","","","TRUE","","","","","",""
"certSIGN","certSIGN ROOT CA","certSIGN Non-Repudiation CA Class 4 G2","","certSIGN","certSIGN Non-Repudiation CA Class 4 G2","certSIGN","2006051670031243F76E5DA85EACF3","3003BF8853427C7B91023F7539853D987C58DC4E11BBE047D2A9305C01A6152C","7ECA1C1F59754AEABBE9DA84FA1CD5C8770B014B29D087501A3D6CD2F8E9F098","2015 Jun 10","2025 Jun 10","RSA 2048 bits","SHA256WithRSA","","TRUE","","","TRUE","","","","","",""
"certSIGN","certSIGN ROOT CA","certSIGN Qualified CA Class 3 G2","","certSIGN","certSIGN Qualified CA Class 3 G2","certSIGN","20060516700311549ACD829C4724B7","C89C24B415A72C9409667E88FB5E6E92A38D5609C3C99E55D99B4B1D458990F9","27CDC826F9EFEA4B1390F4673BAA5BCD58A1E182F4DD4B943DAADAC4A16E4315","2015 Jun 10","2025 Jun 10","RSA 2048 bits","SHA256WithRSA","","TRUE","","","TRUE","","","","","",""
"certSIGN","certSIGN ROOT CA","certSIGN SSL DV CA Class 3 G2","","certSIGN","certSIGN SSL DV CA Class 3 G2","certSIGN","20060516700317887A0BE0D34AC3AF","EA9A43515E138FF7782FCACDB9C7E8E1A61CFD1D17096ED5DDD1F400D02B03F5","838202FAE501E18743047B7C897F111843EEA9879649D6D006B8DD63EDCA6883","2018 Jan 30","2028 Jan 30","RSA 2048 bits","SHA256WithRSA","","","https://www.certsign.ro/en/document/certsign-certification-policy/","https://www.certsign.ro/en/document/certsign-ssl-dv-ca-class-3-g2-certification-practice-statement/","TRUE","","","Crowe FST Audit Ltd","","",""
"certSIGN","certSIGN ROOT CA","certSIGN Web CA","","certSIGN","certSIGN Web CA","CERTSIGN SA","2006051670031B56A93FC6CF742F9A","5D4494B65D1C14EF9959C539EABE21959F1A4A6880F13FDDB190B8B2E185CCDC","D470694457D31C27BF80B4B179D5C22301929320AF056642741F77C6F590C805","2024 Apr 18","2026 Apr 18","RSA 4096 bits","SHA256WithRSA","ExtKeyUsageServerAuth,ExtKeyUsageClientAuth","TRUE","","","TRUE","","","Crowe FST Audit Ltd","","",""
"certSIGN","certSIGN ROOT CA G2","certSIGN Public CA","","CERTSIGN SA","certSIGN Public CA","CERTSIGN SA","1001660345DD0680E322","9917BFD853738985E46C920419410E966C316982769E71817E27D0384BBE3679","39023A54B2E2F98645AB7B4C16570E7EAD4A62FACDC474724E11F9EA67B82E31","2017 Feb 06","2027 Feb 06","RSA 4096 bits","SHA256WithRSA","","","","","","https://www.lsti-certification.fr/wp-content/uploads/2024/05/LSTI-Audit-Attestation-Letter-1612-337_V1.0_Certsign_PB_SS.pdf","https://www.lsti-certification.fr/wp-content/uploads/2024/05/LSTI-TLS-BR-Audit-Attestation-Letter-1612-337_V1.0_Certsign_PB_SS.pdf","LSTI","2024.05.08","Preliminary Audit Statements tested and rolled back for updates",""
"certSIGN","certSIGN ROOT CA G2","certSIGN Qualified CA","","CERTSIGN SA","certSIGN Qualified CA","CERTSIGN SA","1002A980FB5F4585DD08","C670C79BF277AF7E7B34A6AA4FA304441833C6BD01A70A7E9B7A2D94C1C1F926","AEFED24FFE1BE3DEE2774C5F81C61F69D77061BE8AAEF8BF9B16ADBCA72A1F4F","2017 Feb 06","2027 Feb 06","RSA 4096 bits","SHA256WithRSA","","","https://www.certsign.ro/en/document/certsign-qualified-ca-certification-practice-statement/","https://www.certsign.ro/en/document/certsign-qualified-ca-certification-practice-statement/","TRUE","","","","","",""
"certSIGN","certSIGN ROOT CA G2","certSIGN Web CA","","CERTSIGN SA","certSIGN Web CA","CERTSIGN SA","10034B8E66F50920F6C5","F114469FB80778133A1F70E4D8338EDAB97DD42CEB8ECC01CAFB70D6B87DF11E","D470694457D31C27BF80B4B179D5C22301929320AF056642741F77C6F590C805","2017 Feb 06","2027 Feb 06","RSA 4096 bits","SHA256WithRSA","","","","","TRUE","","","LSTI","","",""
"China Financial Certification Authority (CFCA)","CFCA EV ROOT","CFCA DV OCA","CFCA EV ROOT","China Financial Certification Authority","CFCA DV OCA","China Financial Certification Authority","7D74A24246794D9DC4C7","DA738A474EE7473C9699ECBA8EB5F483ADA967988185A05975C4BA0C01B39559","D87EB9683D16B94A2A5541BEC45AAE9FBF8445977CBE83E1BF983460A76DA798","2022 Oct 17","2029 Dec 26","RSA 2048 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageServerAuth","TRUE","","","TRUE","","","","","",""
"China Financial Certification Authority (CFCA)","CFCA EV ROOT","CFCA EV OCA","CFCA EV ROOT","China Financial Certification Authority","CFCA EV OCA","China Financial Certification Authority","00B4CF943266","CC7253EBDE9F7E92CBA297B5BADED1B22E5CEACA525E201B4DC410F4F3504B5E","022DA0914E0B1C293ACB82619EFC343528108F1A54F856B364690C0506F60065","2012 Aug 08","2029 Dec 29","RSA 2048 bits","SHA256WithRSA","","TRUE","","","TRUE","","","","","",""
"China Financial Certification Authority (CFCA)","CFCA EV ROOT","CFCA OV OCA","CFCA EV ROOT","China Financial Certification Authority","CFCA OV OCA","China Financial Certification Authority","00F9DF6ADFF564BEA68B82","F07BBBDE076F9B40C57CC4BEFEDE97CA1F53B9AE147F035D284CBF53F3432FB8","112B66C5B3AF7917E2357ADC0C3D01FE6D9DDD8554D7B6E833A5F97737BDC72B","2015 Mar 25","2029 Dec 25","RSA 2048 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageEmailProtection,ExtKeyUsageServerAuth","TRUE","","","TRUE","","","","","",""
"Chunghwa Telecom","ePKI Root Certification Authority","ePKI Root Certification Authority","ePKI Root Certification Authority - G2","Chunghwa Telecom Co., Ltd.","","Chunghwa Telecom Co., Ltd.","00CAE1F73EFCAC5BB19C88C1C72F6F7B2F","D108C34A58C0E4A616449F8C48318023A229C86CD3DDD5D5FE6041A401C16A14","5F7314B8C34C1932B5A414A24494606BF760654A7F11562BA2845E81AD19A9D0","2015 Nov 17","2034 Dec 20","RSA 4096 bits","SHA256WithRSA","","TRUE","","","TRUE","","","","","",""
"Chunghwa Telecom","ePKI Root Certification Authority","ePKI Root Certification Authority - G2","","Chunghwa Telecom Co., Ltd.","ePKI Root Certification Authority - G2","Chunghwa Telecom Co., Ltd.","00EDB8F46F99DD6A9AA7623E3F2C11D05C","72D716F7BB6BD105704F42B9524923510DCB85B2D870C0E9ADA5AEB9C969051A","0658096542C7006C6F4995993C56A198B86D68746110EA7C2F670275F6E0F13A","2015 Nov 17","2034 Dec 20","RSA 4096 bits","SHA256WithRSA","","TRUE","","","TRUE","","","","","",""
"Chunghwa Telecom","ePKI Root Certification Authority","ePKI Root Certification Authority - G2","","Chunghwa Telecom Co., Ltd.","ePKI Root Certification Authority - G2","Chunghwa Telecom Co., Ltd.","00AFCD8D642C62D645067DC857FDA8F15D","18467C4E64D586C844A44466DE5BA7A6D5969C7A92859A511C5FDAD75B03CDCE","0658096542C7006C6F4995993C56A198B86D68746110EA7C2F670275F6E0F13A","2015 Nov 17","2034 Dec 20","RSA 4096 bits","SHA256WithRSA","","TRUE","","","TRUE","","","SunRise CPAs / DFK International","","",""
"Chunghwa Telecom","ePKI Root Certification Authority","ePKI Root Certification Authority - G2","","Chunghwa Telecom Co., Ltd.","ePKI Root Certification Authority - G2","Chunghwa Telecom Co., Ltd.","3BEEE0918E8886AD460FE8AE910C9CBA","64717250AF8B028DD8E5C0BAE4C9142C8B103532612BC487085FD3C319F9C067","0658096542C7006C6F4995993C56A198B86D68746110EA7C2F670275F6E0F13A","2015 Nov 17","2034 Dec 20","RSA 4096 bits","SHA256WithRSA","","TRUE","","","TRUE","","","","","",""
"Chunghwa Telecom","ePKI Root Certification Authority","HiPKI Root CA - G1","","Chunghwa Telecom Co., Ltd.","HiPKI Root CA - G1","Chunghwa Telecom Co., Ltd.","23FBA648360E15E92BA78AEDB67A0AE5","6807C97235C5EC6090269A4B5FEDFAB46986E42F4D67D2EDDDCF6E45CF0DFA80","85F383C36EC842E1605870B615F17294D22AC82339C8B58D919683788E25F84E","2023 Dec 21","2034 Dec 19","RSA 4096 bits","SHA256WithRSA","","TRUE","","","TRUE","","","","","",""
"Chunghwa Telecom","ePKI Root Certification Authority","Public Certification Authority","","Chunghwa Telecom Co., Ltd.","","Chunghwa Telecom Co., Ltd.","00C953FEEEB895E91884ABB22A68A42A7D","464B0EC0A602F0193DB5F33911885A3A61921AD16D2664E25BEFAB10CFA6ED25","562F73CC3322C421DB82888F26F181F261A52428A8A90F97844A0113F2A0FC4B","2007 May 16","2027 May 16","RSA 2048 bits","SHA1WithRSA","","TRUE","","","TRUE","","","","","",""
"Chunghwa Telecom","ePKI Root Certification Authority","Public Certification Authority","","Chunghwa Telecom Co., Ltd.","","Chunghwa Telecom Co., Ltd.","00973CC94D44CFE9A2E14F52E9A594A15A","4BD16F4955F3F3C9C8EA48EF9995324DA5121724F89915D5F2C91EB0BAEF2337","562F73CC3322C421DB82888F26F181F261A52428A8A90F97844A0113F2A0FC4B","2007 May 16","2027 May 16","RSA 2048 bits","SHA1WithRSA","","TRUE","","","TRUE","","","","","",""
"Chunghwa Telecom","ePKI Root Certification Authority","Public Certification Authority - G2","","Chunghwa Telecom Co., Ltd.","","Chunghwa Telecom Co., Ltd.","143596F2441A7167983FFC9597419B53","DAE3434F696FC9F0F652E1B2A6F69B5E9273D09F43BD3BDD4717D6141F8CD2C2","A7A60299227AE76BCC1AA67E7D158D90DDD5C27EA23461542E74275E8207905A","2014 Dec 11","2034 Dec 11","RSA 2048 bits","SHA256WithRSA","","TRUE","","","TRUE","","","","","",""
"Chunghwa Telecom","ePKI Root Certification Authority","Public Certification Authority - G2","","Chunghwa Telecom Co., Ltd.","","Chunghwa Telecom Co., Ltd.","00C423D22191868FAC4EE2FCE4A011D1A7","609930EB807AD420AFDA2A8AA61B67483039168CD766E09942A48BFE7F3BDC10","A7A60299227AE76BCC1AA67E7D158D90DDD5C27EA23461542E74275E8207905A","2014 Dec 11","2034 Dec 11","RSA 2048 bits","SHA256WithRSA","","TRUE","","","TRUE","","","","","",""
"Chunghwa Telecom","HiPKI Root CA - G1","HiPKI OV TLS CA - G1","HiPKI Root CA - G1","Chunghwa Telecom Co., Ltd.","HiPKI OV TLS CA - G1","Chunghwa Telecom Co., Ltd.","2BABA2D6E680CCA594E04809AF065D42","D34A5B981A85CA075DB62CBAC415EF659D95339040CA476868625D4AA23A9849","CDE680224816AFD8502588254BE34FFF74C9B08F775D2EA69B2302571F153E80","2023 May 18","2037 Dec 31","RSA 4096 bits","SHA256WithRSA","ExtKeyUsageServerAuth,ExtKeyUsageClientAuth","TRUE","","","TRUE","","","SunRise CPAs / DFK International","","",""
"CommScope","CommScope Public Trust ECC Root-01","CommScope Public Trust ECC Sub-CA-01-01","CommScope Public Trust ECC Root-01","CommScope","CommScope Public Trust ECC Sub-CA-01-01","CommScope","6261A04BA793A6E34CAA1906B913F64F23B4CD75","EB89D3087D76912D7616AC99C73BAEBAC1FB8E4835F8BA15B543F7344A4C57F1","0574715E864D6D31293AF47D14366BAE615C7D5EB9890E96F177DCF7EE17885F","2021 Apr 30","2046 Apr 30","EC secp384r1","ecdsaWithSHA384","ExtKeyUsageClientAuth,ExtKeyUsageServerAuth","TRUE","","","TRUE","","","BDO International Limited","","","CommScope"
"CommScope","CommScope Public Trust ECC Root-01","CommScope Public Trust ECC Sub-CA-01-02","CommScope Public Trust ECC Root-01","CommScope","CommScope Public Trust ECC Sub-CA-01-02","CommScope","52359B9B06ED0A589758FB2B4A40F77BC94950A4","81473E1B18A688776881841B3AE160B2AD935CE9E8D5832B8A26256448DB7379","A1F008E116485057C6C6DB3B5BEAA4B7F1026ECA323A28862F923FCFAA93DDE7","2021 Apr 30","2046 Apr 30","EC secp384r1","ecdsaWithSHA384","ExtKeyUsageClientAuth,ExtKeyUsageServerAuth","TRUE","","","TRUE","","","BDO International Limited","","","CommScope"
"CommScope","CommScope Public Trust ECC Root-02","CommScope Public Trust ECC Sub-CA-02-01","CommScope Public Trust ECC Root-02","CommScope","CommScope Public Trust ECC Sub-CA-02-01","CommScope","559B18A3692448A7B5A3B803A17CEC94D3F8F484","598D21250DC4002FD7F1FC0EF530633D4B1687D8597C0A7A86FDB0E8D70A404B","ECFE6CE940F4B337890F61584D5B55F0F44FBEBC28FAB68B1FCBF07590C07564","2021 Apr 30","2046 Apr 30","EC secp384r1","ecdsaWithSHA384","ExtKeyUsageClientAuth,ExtKeyUsageServerAuth","TRUE","","","TRUE","","","BDO International Limited","","",""
"CommScope","CommScope Public Trust RSA Root-01","CommScope Public Trust RSA Sub-CA-01-01","CommScope Public Trust RSA Root-01","CommScope","CommScope Public Trust RSA Sub-CA-01-01","CommScope","219A1074D65D5399CFFD7A880C95B790F142172C","1380EED66B2C316612D5F6E7EF68C2D3460582FEA94E00C6C27595F91934E3D9","1630DC6EEFE48CDFF4FDA83C87E982911DF6DFD9C19B0A2AF0233CC674C345BA","2021 Apr 30","2046 Apr 30","RSA 4096 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageServerAuth","TRUE","","","TRUE","","","BDO International Limited","","","CommScope"
"CommScope","CommScope Public Trust RSA Root-01","CommScope Public Trust RSA Sub-CA-01-02","CommScope Public Trust RSA Root-01","CommScope","CommScope Public Trust RSA Sub-CA-01-02","CommScope","6E57CD5308B054BAC128F61FC2F563AD0091FBA3","0215311BC182D59718822B45DDF10213CE2661A93C3C2D203DEC6567DE44AE3C","7D0F011E2C0BF85939A54E2544BF2EAAF87B59E12510C5EBDFE9227709FC8A6B","2021 Apr 30","2046 Apr 30","RSA 4096 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageServerAuth","TRUE","","","TRUE","","","BDO International Limited","","","CommScope"
"CommScope","CommScope Public Trust RSA Root-02","CommScope Public Trust RSA Sub-CA-02-01","CommScope Public Trust RSA Root-02","CommScope","CommScope Public Trust RSA Sub-CA-02-01","CommScope","49E58B2D9238A0C39252216C720AA8F04FC1E00B","840E8DD1DFC9C0C50D29CA8512991CF2ED7DCDDF12410375FD0A5D47F8FBF576","5B1FD978BAE49EC21FE607D37C19BD107A9E5FA8566F000BDF6AA040A4861D2D","2021 Apr 30","2046 Apr 30","RSA 4096 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageServerAuth","TRUE","","","TRUE","","","BDO International Limited","","","CommScope"
"Cybertrust Japan / JCSI","SecureSign Root CA12","Cybertrust Japan SureServer CA G7","SecureSign Root CA12","Cybertrust Japan Co., Ltd.","Cybertrust Japan SureServer CA G7","Cybertrust Japan Co., Ltd.","167DDD4E7ABD348B6A105BC9CA24ACE745F2B6CB","A2E2C3D73CFF96451325712E212FA15C40FD4F2C3F143C1BB619385365304C02","E8534A5081A0C99A95A4BF1EAA4B2A20C968F822E6CB9FACC053A3D531A045C1","2020 Jun 22","2030 Jun 22","RSA 2048 bits","SHA256WithRSA","ExtKeyUsageServerAuth,ExtKeyUsageClientAuth","TRUE","","","TRUE","","","KPMG","","",""
"Cybertrust Japan / JCSI","SecureSign Root CA12","Cybertrust Japan SureServer EV CA G7","SecureSign Root CA12","Cybertrust Japan Co., Ltd.","Cybertrust Japan SureServer EV CA G7","Cybertrust Japan Co., Ltd.","2C77F85B12969E757EAC8921C7155089AE35F418","76648FBC40CC4164CEA02422A09EB4EAD29C67F5E7DD74F691B7FA08043472C5","C812F67B628C89BCD38468762988CE72F5BE295EC041B4FE74971A4B486ADE21","2020 Jun 22","2030 Jun 22","RSA 2048 bits","SHA256WithRSA","ExtKeyUsageServerAuth,ExtKeyUsageClientAuth","TRUE","","","TRUE","","","KPMG","","",""
"Cybertrust Japan / JCSI","SecureSign Root CA14","Cybertrust Japan SureServer EV CA G9","SecureSign Root CA14","Cybertrust Japan Co., Ltd.","Cybertrust Japan SureServer EV CA G9","Cybertrust Japan Co., Ltd.","756AA35ABA8847DD5103C33A37B168FA13A4F715","93397E182492A7E7C582BADFE04348E6FA985CBA19AFDE16FD740FF03857367C","6732841F796074C0A89C7F855DD47D6E471FEF76F3B69AF7750FE39F5C29D252","2020 Jun 22","2030 Jun 22","RSA 4096 bits","SHA384WithRSA","ExtKeyUsageServerAuth,ExtKeyUsageClientAuth","TRUE","","","TRUE","","","KPMG","","",""
"Cybertrust Japan / JCSI","SecureSign Root CA15","Cybertrust Japan SureServer CA G8","SecureSign Root CA15","Cybertrust Japan Co., Ltd.","Cybertrust Japan SureServer CA G8","Cybertrust Japan Co., Ltd.","4D8247384ADF541F88340F4928553224B6C48FE2","93D931D5F95411998705B148532F4E16FBCF00F3318DFF9B6A0765ED749C8FD0","CF6DB837463CF5E18D5963CC25605D99A591E20CEAD19C4B59FA7CAB6E7E1919","2020 Jun 22","2030 Jun 22","EC secp384r1","ecdsaWithSHA384","ExtKeyUsageServerAuth,ExtKeyUsageClientAuth","TRUE","","","TRUE","","","KPMG","","",""
"Cybertrust Japan / JCSI","SecureSign Root CA15","Cybertrust Japan SureServer EV CA G8","SecureSign Root CA15","Cybertrust Japan Co., Ltd.","Cybertrust Japan SureServer EV CA G8","Cybertrust Japan Co., Ltd.","7CA3593373BD43AA87416AB0439DAC5D0361D803","70C4002E0DF2FF51E691654903BE742D09D5A74A84B15B68FBCDA320FBF3DC6B","EF3EBB1221849AE46B0BC0C6BA1000C9C96F6C825ED8958A5BA1CB8560C3209F","2020 Jun 22","2030 Jun 22","EC secp384r1","ecdsaWithSHA384","ExtKeyUsageServerAuth,ExtKeyUsageClientAuth","TRUE","","","TRUE","","","KPMG","","",""
"D-TRUST","D-TRUST BR Root CA 1 2020","D-TRUST BR CA 1-20-1 2020","D-TRUST BR Root CA 1 2020","D-Trust GmbH","D-TRUST BR CA 1-20-1 2020","D-Trust GmbH","53DDE276119F1CFB5E2D12C6E13BA8B1","199AB2AAAFFF40401E0A3B7B87EE9964659EFFA94A1FECBE918AE136E4B4E0A8","65D2CE00C13C87307F778CE6277C345EBE8D76A015B240B8276B2522EB11B08E","2020 Nov 24","2035 Feb 11","EC secp384r1","ecdsaWithSHA384","ExtKeyUsageServerAuth,ExtKeyUsageClientAuth","TRUE","","","TRUE","","","","","",""
"D-TRUST","D-TRUST BR Root CA 1 2020","D-TRUST BR CA 1-20-2 2020","D-TRUST BR Root CA 1 2020","D-Trust GmbH","D-TRUST BR CA 1-20-2 2020","D-Trust GmbH","584B92F808A3AE18C0B7A61007E4AD2C","B268D16934AB5BA232F179CD9F5C7FC07EA8583A56A9A7C1D6CB58FE0823BF5A","76E1FBF8C8C0489C7C65C7E5E6991C9F43D74FF46570ADBEE74AC82321721CC8","2020 Nov 24","2035 Feb 11","EC secp384r1","ecdsaWithSHA384","ExtKeyUsageServerAuth,ExtKeyUsageClientAuth","","http://www.d-trust.net/internet/files/D-TRUST_CP.pdf","https://www.d-trust.net/internet/files/D-TRUST_TSPS.pdf 
http://www.d-trust.net/internet/files/D-TRUST_CSM_PKI_CPS.pdf","TRUE","","","","","",""
"D-TRUST","D-TRUST EV Root CA 1 2020","D-TRUST EV CA 1-20-1 2020","D-TRUST EV Root CA 1 2020","D-Trust GmbH","D-TRUST EV CA 1-20-1 2020","D-Trust GmbH","4B352F3E0D5BCCBECE0D15FB51A3FDB6","41C897473B0369FA74B1F4F9D7F89129485C1A305C0719A867DC8714E0870200","A8D8A6A6EC6369562CD390EC15D34F4FAF1226566D2049D0B497D44BFCA2B8FD","2020 Nov 24","2035 Feb 11","EC secp384r1","ecdsaWithSHA384","ExtKeyUsageServerAuth,ExtKeyUsageClientAuth","TRUE","","","TRUE","","","","","",""
"D-Trust","D-TRUST Root CA 3 2013","D-TRUST Application Certificates CA 3-1 2013","D-TRUST Root CA 3 2013","D-Trust GmbH","D-TRUST Application Certificates CA 3-1 2013","D-Trust GmbH","75BA23247111C35D76C8A163816BC231","3F25BD4C92D59A994931ABA53D81507C9EE6B90640BE275C4FF431D1DAB72396","22D309C34753B5C9F8426D53B755AF17A994348E65ACE362AA51FEF3E1AD48BC","2024 Jul 11","2028 Sep 20","RSA 2048 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageEmailProtection","","https://www.d-trust.net/internet/files/D-TRUST_CP.pdf","https://www.d-trust.net/internet/files/D-TRUST_TSPS.pdf
https://www.d-trust.net/internet/files/D-TRUST_CSM_PKI_CPS.pdf","TRUE","","","TÜViT - TÜV Informationstechnik GmbH","","",""
"D-TRUST","D-TRUST Root CA 3 2013","D-TRUST Application Certificates CA 3-1 2013","D-TRUST Root CA 3 2013","D-Trust GmbH","D-TRUST Application Certificates CA 3-1 2013","D-Trust GmbH","0FE0F6","CB0F7B7670EA2B818ABE80587902434B30EF7A8C0273B84884243F89593EA630","22D309C34753B5C9F8426D53B755AF17A994348E65ACE362AA51FEF3E1AD48BC","2013 Sep 27","2028 Sep 20","RSA 2048 bits","SHA256WithRSA","","","https://www.d-trust.net/internet/files/D-TRUST_CP.pdf","https://www.d-trust.net/internet/files/D-TRUST_TSPS.pdf 
https://www.d-trust.net/internet/files/D-TRUST_CSM_PKI_CPS.pdf
https://www.d-trust.net/internet/files/D-TRUST_Root_PKI_CPS.pdf","TRUE","","","TÜViT - TÜV Informationstechnik GmbH","","",""
"D-Trust","D-TRUST Root CA 3 2013","D-TRUST Application Certificates CA 3-1 2013","D-TRUST Root CA 3 2013","D-Trust GmbH","D-TRUST Application Certificates CA 3-1 2013","D-Trust GmbH","7C08DE0B7E23B0E3D74203500F866278","9441FD6CD383418465ED911E102A40D2AE82F7443940AAA1C7B49918FFE6028E","F484136BBB5F3F7E1C930676FAF219995576612090BB7CAD7F4ADC0A804C8D81","2024 May 15","2028 Sep 20","RSA 2048 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageEmailProtection","","https://www.d-trust.net/internet/files/D-TRUST_CP.pdf","https://www.d-trust.net/internet/files/D-TRUST_TSPS.pdf
https://www.d-trust.net/internet/files/D-TRUST_CSM_PKI_CPS.pdf","TRUE","","","TÜViT - TÜV Informationstechnik GmbH","","",""
"D-TRUST","D-TRUST Root CA 3 2013","D-TRUST Application Certificates CA 3-2 2016","D-TRUST Root CA 3 2013","D-Trust GmbH","D-TRUST Application Certificates CA 3-2 2016","D-Trust GmbH","0FE48C","7890EED59E95743C62826398129BC2F54AD414794AAC075BA67177332802B029","4A63FC2374258D5C1F62180301C81E25548F0E15D65071E23BAB5522AD52D303","2016 Nov 16","2028 Sep 20","RSA 2048 bits","SHA256WithRSA","","","https://www.d-trust.net/internet/files/D-TRUST_CP.pdf","https://www.d-trust.net/internet/files/D-TRUST_TSPS.pdf 
http://www.d-trust.net/internet/files/D-TRUST_Cloud_PKI_CPS.pdf","TRUE","","","","","",""
"D-TRUST","D-TRUST Root CA 3 2013","E.ON Group CA 2 2013","D-TRUST Root CA 3 2013","D-Trust GmbH","E.ON Group CA 2 2013","D-Trust GmbH","0FE43B","43247EF5A09A0867BA4A7E1716463577AAD6EFA057BFF763B43FD2A979608FE2","98EB0F554A2C2CF85C25C6FC85B81BDF19EEBA467B910EFA8B7A460EA9335F9A","2013 Dec 17","2028 Sep 20","RSA 2048 bits","SHA256WithRSA","","","http://www.d-trust.net/internet/files/D-TRUST_CP.pdf","http://www.d-trust.net/internet/files/EON_SE_PKI_CPS.pdf","TRUE","","","","","",""
"D-TRUST","D-TRUST Root Class 3 CA 2 2009","D-TRUST SSL CA 2 2020","D-TRUST Root Class 3 CA 2 2009","D-Trust GmbH","D-TRUST SSL CA 2 2020","D-Trust GmbH","56467FB7B1B00F5C3FA12B46C885D133","972A181B60294EBA07333B9C1982440D43395ABA91D450EC0EFB485AED49D5A7","C2EE5D4E878C86B4C1F6CBB6039572D88A5979A57CB5543189DE9CEB7357F80C","2020 Apr 21","2029 Nov 05","EC secp384r1","SHA384WithRSA","ExtKeyUsageServerAuth,ExtKeyUsageClientAuth","","http://www.d-trust.net/internet/files/D-TRUST_CP.pdf","https://www.d-trust.net/internet/files/D-TRUST_TSPS.pdf 
https://www.d-trust.net/internet/files/D-TRUST_CSM_PKI_CPS.pdf","TRUE","","","","","",""
"D-TRUST","D-TRUST Root Class 3 CA 2 2009","D-TRUST SSL Class 3 CA 1 2009","D-TRUST Root Class 3 CA 2 2009","D-Trust GmbH","D-TRUST SSL Class 3 CA 1 2009","D-Trust GmbH","099063","6AC159B4C2BC8E729F3B84642EF1286BCC80D775FE278C740ADA468D59439025","2A3BE862E397C13F4BA5440F46AE8887BBEE70F42D650AF7985A4C8841D2570A","2009 Nov 12","2029 Nov 05","RSA 2048 bits","SHA256WithRSA","","TRUE","","","TRUE","","","","","",""
"D-TRUST","D-TRUST Root Class 3 CA 2 EV 2009","D-TRUST CA 2-2 EV 2016","D-TRUST Root Class 3 CA 2 EV 2009","D-Trust GmbH","D-TRUST CA 2-2 EV 2016","D-Trust GmbH","0FE48E","2316D05A2E2D347FA141135B98ED09F56E81F1CF5679793D3B39DD6D8E461A48","27254190C5C51DF171F1D274DC6344B09E758C1DFDE8EDA8025FB3DAC50793B3","2016 Nov 16","2029 Nov 05","RSA 2048 bits","SHA256WithRSA","","","http://www.d-trust.net/internet/files/D-TRUST_CP.pdf","https://www.d-trust.net/internet/files/D-TRUST_TSPS.pdf 
https://www.d-trust.net/internet/files/D-TRUST_CSM_PKI_CPS.pdf","TRUE","","","","","",""
