"CA Owner","Parent Name","Certificate Name","Certificate Issuer Common Name","Certificate Issuer Organization","Certificate Subject Common Name","Certificate Subject Organization","Certificate Serial Number","SHA-256 Fingerprint","Subject + SPKI SHA256","Valid From [GMT]","Valid To [GMT]","Public Key Algorithm","Signature Hash Algorithm","Extended Key Usage","CP/CPS Same As Parent","Certificate Policy (CP)","Certification Practice Statement (CPS)","Audits Same As Parent","Standard Audit","BR Audit","Auditor","Standard Audit Statement Dt","Comments","Subordinate CA Owner"
"DigiCert","DigiCert Assured ID Root CA","Verokey Assured Business ID and Secure Email","DigiCert Assured ID Root CA","DigiCert Inc","Verokey Assured Business ID and Secure Email","Verokey","092663C3B2A257AE624D365BAF3CB54E","4D7DA8F7A331D30C8955C8F9A79CE75A109F2BA41969EEFF6C13A5475E1B9935","D26A5E9771BE0AE05075AD637524D359F5B41C1E8449EEB30F40F3D1283201B4","2022 Mar 17","2031 Nov 09","RSA 2048 bits","SHA256WithRSA","ExtKeyUsageEmailProtection,ExtKeyUsageClientAuth","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root CA","Verokey Secure Email","DigiCert Assured ID Root CA","DigiCert Inc","Verokey Secure Email","Verokey","052BAC3144C810115E01D31FBBBC4EC5","0E6DDE73CC50DE243F83724F5635360556F0BB18FAB31266B046B55A0FBBAFE6","11B900C86D5273869AEE996BC950DCA8A5430BF54164C2B8AEAFE2BFECEA9635","2022 Mar 17","2031 Nov 09","RSA 2048 bits","SHA256WithRSA","ExtKeyUsageEmailProtection,ExtKeyUsageClientAuth","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root G2","Adacom S.A. Class 1 - Public Trust CA","DigiCert Assured ID Root G2","DigiCert Inc","Adacom S.A. Class 1 - Public Trust CA","Adacom S.A.","038771C4074070F835874D55B089EC1F","40CEBC99D7D6BE08E863F9816A651801574E97D69AB839DB92A0E18F607BD1FC","9B41A9CCD876A768DBDB8022C097EFE21F761BC2E33AB9096EC791AC7AEBECD9","2021 Mar 11","2031 Mar 10","RSA 2048 bits","SHA256WithRSA","ExtKeyUsageEmailProtection,ExtKeyUsageClientAuth","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root G2","Adacom S.A. Class 2 - Public Trust CA","DigiCert Assured ID Root G2","DigiCert Inc","Adacom S.A. Class 2 - Public Trust CA","Adacom S.A.","0886D2AB4C939B7DD4CF08844CC9DF0C","912E37CAA496E53CD175C05D4334B4D060FBD0C69105AF82085CAF7AD4BBD318","12D203207AB9306477F687ECCD02D06D170B9F3744EFC4826E4EDA1AA4A31BA4","2021 Mar 11","2031 Mar 10","RSA 2048 bits","SHA256WithRSA","ExtKeyUsageEmailProtection,ExtKeyUsageClientAuth","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root G2","Adobe Public Issuing CA","DigiCert Assured ID Root G2","DigiCert Inc","Adobe Public Issuing CA","Adobe Inc","0FC17B24E59B33DECDFF3BD630EA8AC3","7B6BA0B173658101250395D547643037A68216155270BC9BA46B358C3B77E90E","94C5075982F05C2340800C9D8C4C68ADAAEDE3CDE03B29025E31E659A02AC1B6","2020 Feb 05","2030 Feb 05","RSA 2048 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageEmailProtection","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root G2","Alcon Public Online CA","DigiCert Assured ID Root G2","DigiCert Inc","Alcon Public Online CA","Alcon Vision, LLC","0781EC2D76DB122E0D414B3E19E7397B","4F8137882B6D7B7F1ABBCFDED0082F0E5CDEC870BA3923EF84D08DDE42E43749","B91ADB9F61964976BDB099534BFD14B60EC36477CE084381149942CB900AFDB9","2019 Jul 02","2029 Jul 02","RSA 2048 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageEmailProtection","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root G2","Attorney Generals Department Public CA - G2","DigiCert Assured ID Root G2","DigiCert Inc","Attorney Generals Department Public CA - G2","Attorney Generals Department","0C003BD6F53A74896479D731DC63CB7F","F4DC92DB2CD8B9158D011335A95BB61BD340ACE2E5BDC8816373ABCB2D31D288","E774ADE96318B1E082D347A5E2652F1FE44A6FC9389A51C268627EDFAF79BAED","2020 Oct 28","2030 Oct 27","RSA 2048 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageEmailProtection","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root G2","Attorney Generals Department Public CA - G3","DigiCert Assured ID Root G2","DigiCert Inc","Attorney Generals Department Public CA - G3","Attorney Generals Department","012BE74CD408697AC4684BE67C3F7A27","3A6F06233A059C0C8FE3C68289FD35A0DB7520F9D65984BBBF2D8E37C0BBFCDB","42DA44637D3F8EC2336B55500B27E56BC67E4038C27928E800B5B640C332012F","2021 Oct 11","2031 Oct 10","RSA 2048 bits","SHA256WithRSA","ExtKeyUsageEmailProtection,ExtKeyUsageClientAuth","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root G2","Avaya Client Services Users CA 2","DigiCert Assured ID Root G2","DigiCert Inc","Avaya Client Services Users CA 2","Avaya Inc","030F61CD12AF90E947C6B7736703551D","1FFA0D1F55CE4A0507E8C38E8B557B88CBDD690D903D996B1F7850D81D6A4A93","48031B14EEA09FDDACFAAD7F416C95CA905D84F5EC18F50AD4A2FDC6B6E87F5C","2019 Nov 26","2029 Nov 26","RSA 2048 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageEmailProtection,1.3.6.1.4.1.311.20.2.2","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root G2","Bechtel Managed SMIME CA","DigiCert Assured ID Root G2","DigiCert Inc","Bechtel Managed SMIME CA","Bechtel Global Corporation","0C59B26E4177D4A6687E1C33B2F87E22","D1A7ABBA00B566B8C6A4BD99A242740C45A5C5FCE6651213A3CD292E1FDCF3B5","DEDBD2A627A243C18F9651778B9BBE0A6AAEC2F0CC07425A887075BBAEEC7138","2022 Jun 23","2032 Jun 22","RSA 4096 bits","SHA256WithRSA","ExtKeyUsageEmailProtection,ExtKeyUsageClientAuth","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root G2","BT Corporate User - Public Trust CA1","DigiCert Assured ID Root G2","DigiCert Inc","BT Corporate User - Public Trust CA1","British Telecommunications plc","09D71509ADAA1FFE3E64EC57BB96713F","B19B321258FB89E8548124748C16726B42BE74721BDF219636B3CE9E81C29522","E249E048AD45F13B9C95BA40E184B24BD0E2F5D2428F6D2E19B9FED844876EB0","2021 Feb 11","2031 Feb 10","RSA 2048 bits","SHA256WithRSA","ExtKeyUsageEmailProtection,ExtKeyUsageClientAuth","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root G2","BT Corporate User - Public Trust CA2","DigiCert Assured ID Root G2","DigiCert Inc","BT Corporate User - Public Trust CA2","British Telecommunications plc","03D527DE09F8A3A9CBEA6BB13C9AA51A","78C065F4A95B84387E38682A8D9685FEA2BB45EE5D099E38CCB660A6319FC8E4","3ACD4610BDF2CFCA6A423504506FB070DCC37AE42B229012DF014BB7021F0A03","2021 Sep 14","2031 Sep 13","RSA 2048 bits","SHA256WithRSA","ExtKeyUsageEmailProtection,ExtKeyUsageClientAuth","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root G2","City of New York Office of the Actuary - G3","DigiCert Assured ID Root G2","DigiCert Inc","City of New York Office of the Actuary - G3","City of New York","09A1AD4805FED294F5DE4EF587D4C83B","2431090A8009CA6F9F44DCC9E5FBD3C2F4A3152185BDA08ED313B861D895F7B4","6BA7B9668F76087DB3DFECE8B55E0FB05EEAEE82734CB40DD5DF48C58DE5423E","2020 Oct 21","2030 Oct 20","RSA 2048 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageEmailProtection","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root G2","CSS Public Issuing CA","DigiCert Assured ID Root G2","DigiCert Inc","CSS Public Issuing CA","Common Securitization Solutions LLC","050B0CF0BDE16AFDC5EC9100E1F5FB74","00BFE5177DA40E040506A04417FB4B8064816B5D875852A07FC3A36700091080","F92CAEFEC7171B592DEEE4448278317676C0177DFB2BDF59C69469BACE481486","2019 Oct 31","2029 Oct 31","RSA 2048 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageEmailProtection","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root G2","CSS Public Issuing CA G2","DigiCert Assured ID Root G2","DigiCert Inc","CSS Public Issuing CA G2","Common Securitization Solutions LLC","0ECE041491882105A4770DD119A59004","D040BEF3C50B536E2E8DA2AD7721A772C76B718FF10165D5AA88674C233E3766","158DDE06F28CD8EADEDDA3E3C10E2F34F19D0CAB080906213EDF83BB3C088D28","2020 Sep 25","2030 Sep 24","RSA 2048 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageEmailProtection","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root G2","Daiichi Sankyo Europe GmbH Issuing CA","DigiCert Assured ID Root G2","DigiCert Inc","Daiichi Sankyo Europe GmbH Issuing CA","Daiichi Sankyo Europe GmbH","050E2E6E45C6C58BB43EA5846FCD81A9","A34B4B3BA3B93302804740CFF3F01A9C0FD9CFFEE5A193C997B87C5BE43A9E94","561E0E499A1EDB81FB494DCDE9FBAFA54C69A2DF4CA541189F5BDFE484ECD620","2020 Sep 25","2030 Sep 24","RSA 2048 bits","SHA384WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageEmailProtection","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root G2","DC Government SHA2 Assured ID Intermediate CA","DigiCert Assured ID Root G2","DigiCert Inc","DC Government SHA2 Assured ID Intermediate CA","Government of the District of Columbia","0740B6833973DDCC298815C36C08310B","FB1147E7AB97A29BB9C1140ABF3DE831F4C5F60D11B90FEC999A0816375D8457","28A2076597D772A0177361433CAB963E9BD021B331221F82A4927EC6D887216D","2017 Jul 13","2027 Jul 13","RSA 2048 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageEmailProtection,1.3.6.1.4.1.311.10.3.12","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root G2","DigiCert Assured G2 Multi Doc Sign EUR RSA4096 SHA384 2023 CA1","DigiCert Assured ID Root G2","DigiCert Inc","DigiCert Assured G2 Multi Doc Sign EUR RSA4096 SHA384 2023 CA1","DigiCert Ireland Limited","04098E09F852F4FD847B84059953EFAE","9F396CD402F9039132E6F6145C78C852F74EE1CF790FCEB31A68A4E6E58CAD26","0B83DB6FA286F35E376C0EFE68FAD39CC8CFFD040035CCD4278D2072F521A326","2023 May 24","2033 May 23","RSA 4096 bits","SHA384WithRSA","1.2.840.113583.1.1.5,1.3.6.1.4.1.311.3.10.3.12,1.3.6.1.5.5.7.3.36","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root G2","DigiCert Assured ID CA G2","DigiCert Assured ID Root G2","DigiCert Inc","DigiCert Assured ID CA G2","DigiCert Inc","0F5FCCFCAB20F3DF8E6DA3D84767C293","93C381CB07B353A920C2A7BED6BEBF195C68279DD0527D37F20BDD0D99C330FA","F36A49BBB490CF8EBB49096C8987A7C60B717B72036FED8CF7EDCCFC32206BFA","2013 Aug 01","2028 Aug 01","RSA 2048 bits","SHA256WithRSA","(not present)","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root G2","DigiCert Assured ID Client CA G2","DigiCert Assured ID Root G2","DigiCert Inc","DigiCert Assured ID Client CA G2","DigiCert Inc","0FFAE1F31A2B433C3D9AE16D643B588B","9E12D6E13DDD53A890A2B3A37423AE5E457731A7B34A153992F1EF1F5489A45E","2502DC1944C9A26ECC32CC647D33B7B4C94A3287DEB6A686BFB5AB53E8C9C147","2019 Sep 23","2034 Sep 23","RSA 2048 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageEmailProtection,1.3.6.1.4.1.311.10.3.4,1.3.6.1.4.1.311.20.2.2,1.3.6.1.4.1.311.10.3.12,1.2.840.113583.1.1.5","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root G2","DigiCert Assured ID G2 AATL Europe RSA4096 SHA256 2023 CA1","DigiCert Assured ID Root G2","DigiCert Inc","DigiCert Assured ID G2 AATL Europe RSA4096 SHA256 2023 CA1","DigiCert Ireland Limited","0C88ADC020EA4EDF3981764DD8D052B6","20E2FE0D0A6E2FE9E26C09B0F4E1E1A5C556D9FC23F10F21F400F8B99884E401","25D629140B903674A1478E12697AC669FECB7C03D5885995693C9DE86204B4CA","2023 Mar 30","2033 Mar 29","RSA 4096 bits","SHA256WithRSA","1.2.840.113583.1.1.5","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root G2","DigiCert Assured ID G2 DocSigning Europe RSA4096 SHA256 2023 CA1","DigiCert Assured ID Root G2","DigiCert Inc","DigiCert Assured ID G2 DocSigning Europe RSA4096 SHA256 2023 CA1","DigiCert, Inc.","019D3933CEB38512E7AB2BA2A71E7727","690B373C5A3B09FF56C44EEF01F39CFDA9DCF48AFEE7DD4BC748E8BC1DA66A2F","FAE100FEDF5ACC50BAA91F6FB2FB7CD8629C6D600B8409EEDB52E0D8641EEF79","2023 Feb 23","2033 Feb 22","RSA 4096 bits","SHA256WithRSA","ExtKeyUsageEmailProtection,ExtKeyUsageClientAuth","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root G2","DigiCert Assured ID G2 Multi Doc Signing RSA4096 SHA384 2023 CA1","DigiCert Assured ID Root G2","DigiCert Inc","DigiCert Assured ID G2 Multi Doc Signing RSA4096 SHA384 2023 CA1","DigiCert, Inc.","0150453D5B9B79B0B17959DE03775B0A","0D2739351ED2CF711DA26D1D4E3AC787EEFC4145440F3CE6569DB833FE00CFA5","737CDE4C30805D3765FA07D2B851BD89AA8E1F2C307315869A58F549FBBA8BA6","2023 May 24","2033 May 23","RSA 4096 bits","SHA384WithRSA","1.2.840.113583.1.1.5,1.3.6.1.4.1.311.3.10.3.12,1.3.6.1.5.5.7.3.36","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root G2","DigiCert Assured ID G2 SMIME Europe RSA4096 SHA256 2023 CA1","DigiCert Assured ID Root G2","DigiCert Inc","DigiCert Assured ID G2 SMIME Europe RSA4096 SHA256 2023 CA1","DigiCert, Inc.","0FD633FDD0C77E1F4176BB17A50D5892","2724D9D7B945BB253E379CEF6CF4156775EE9AC7660E62D1384DD7B4A4E958FA","E0BD50176CA38798516C010203D6794A58756F1121470911033503AD9A662ADD","2023 Feb 23","2033 Feb 22","RSA 4096 bits","SHA256WithRSA","ExtKeyUsageEmailProtection,ExtKeyUsageClientAuth","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root G2","DigiCert Assured ID G2 SMIME Europe RSA4096 SHA256 2023 CA2","DigiCert Assured ID Root G2","DigiCert Inc","DigiCert Assured ID G2 SMIME Europe RSA4096 SHA256 2023 CA2","DigiCert Ireland Limited","098ECF2DE78D439AD7AE55B6A5583901","3DED2BDFEAA4F0BEA10C95C4B48EC94BC593470155A723B937B74890049BE0F6","1CC7C86573C535AF31BE8AED69828E87108FE0870D2CEA2F03165EFB0758018D","2023 Mar 30","2033 Mar 29","RSA 4096 bits","SHA256WithRSA","ExtKeyUsageEmailProtection,ExtKeyUsageClientAuth","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root G2","DigiCert Assured ID G2 TLS RSA4096 SHA256 2022 CA1","DigiCert Assured ID Root G2","DigiCert Inc","DigiCert Assured ID G2 TLS RSA4096 SHA256 2022 CA1","DigiCert, Inc.","0D291711769298858AB1F0BCF73B62CA","43A70E3620BC452339D878AA68F2E5358AC4607AC722C4D77D3C4D2C204F7F71","0FC3C0E9883242F5CF3E5928A00F0E3A110C344595585533985D3D1604E33907","2022 Mar 31","2032 Mar 30","RSA 4096 bits","SHA256WithRSA","ExtKeyUsageServerAuth,ExtKeyUsageClientAuth","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root G2","DigiCert Assured ID TLS CA G2","DigiCert Assured ID Root G2","DigiCert Inc","DigiCert Assured ID TLS CA G2","DigiCert Inc","014D39A772B5FFAA937527BD8931B324","77CD51784A693D9482E7EA694E4053BCFD9DF65580FBCE14B2A7527C081803E1","A6E62A4083910C20D144057584E622016D352546C77CF4F7AF2781186C5B61CA","2020 Mar 25","2030 Mar 25","RSA 2048 bits","SHA256WithRSA","ExtKeyUsageServerAuth,ExtKeyUsageClientAuth","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root G2","DigiCert One AATL CA","DigiCert Assured ID Root G2","DigiCert Inc","DigiCert One AATL CA","DigiCert Inc.","0E66962CEF96C70055CC838DB3C4D1DC","419507E46D6520ECEC453A0C2B5292A099431C35E8967A6D0EE573CAAB116C71","A8E306572CD9831065B462CCB6C3C5538691EF5ED66325FA5B0A955C7BC49881","2021 Apr 29","2031 Apr 28","RSA 2048 bits","SHA256WithRSA","1.2.840.113583.1.1.5","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root G2","DigiCert PKI Platform AATL CA","DigiCert Assured ID Root G2","DigiCert Inc","DigiCert PKI Platform AATL CA","DigiCert, Inc.","0B9EB8EDDC005C513F939445F3144C75","7E15A84E1A0927AED136C59A048AE48E63BA82EDAA9827892C105A9A89BDE659","2724A2C39DD5154B09C9B2F506B9E2A6B904CCED8E99A2484282F48BA98423C0","2021 Mar 11","2031 Mar 10","RSA 2048 bits","SHA256WithRSA","1.2.840.113583.1.1.5","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root G2","DigiCert PKI Platform C2 Shared SMIME Individual Subscriber CA","DigiCert Assured ID Root G2","DigiCert Inc","DigiCert PKI Platform C2 Shared SMIME Individual Subscriber CA","DigiCert, Inc.","03B80D0373A6BAE2841DB2D1B02774AB","55F3A359F0A26D72FF244C2EE396FD51BC2400EA250C91EFC355E2F8103C9939","43CF552A4BD298CBE3B1F6C5CE5EB29FC55FF7CFF8BEC9168B45005A7327FA74","2019 Jun 04","2029 Jun 04","RSA 2048 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageEmailProtection,1.3.6.1.4.1.311.10.3.4,1.3.6.1.4.1.311.20.2.2,1.3.6.1.4.1.311.10.3.12,1.2.840.113583.1.1.5","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root G2","DigiCert PKI Platform Class 3 Shared SMIME Organization CA","DigiCert Assured ID Root G2","DigiCert Inc","DigiCert PKI Platform Class 3 Shared SMIME Organization CA","DigiCert, Inc.","0502E02E275840B7F97DF3FD901000A1","7F755DC2B9EE99EB02D71CB1805059AAABB5EB3E8558DCA8C09A1D0DE258D767","85FCA0AA89E25DBC93BA8F3E65E178E812EC896431F5DD7B167203B4A877DF6D","2019 May 29","2029 May 29","RSA 2048 bits","SHA256WithRSA","ExtKeyUsageEmailProtection,1.3.6.1.4.1.311.10.3.12,1.2.840.113583.1.1.5","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root G2","DigitalSign CA - G5","DigiCert Assured ID Root G2","DigiCert Inc","DigitalSign CA - G5","DigitalSign - Certificadora Digital SA","0CAFCB28A8DF386E2749702A585ACD04","7AA50B4EACCB422A19EF8597A71D56CB8E6910CFA4DD9BDDFAB1EFE7BCB7801F","46DC383B6743B1F0001E49007DEBDC4DB118B283AE80BFA9C997F81D524CCD10","2021 Jul 07","2031 Jul 06","RSA 4096 bits","SHA256WithRSA","ExtKeyUsageEmailProtection,ExtKeyUsageClientAuth","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root G2","Duerr Group Global IT CA","DigiCert Assured ID Root G2","DigiCert Inc","Duerr Group Global IT CA","Duerr IT Service GmbH","0A67D7BB33B367C3A650014F8AD9B784","B48CF36ABB49825C3B7C407866958C24085C938C60C7C1A48A18D00859CA348C","C40008B4D4A96FC607FA9D39A69D689F9EBF7A58A927DBE9D8B8CCF78AA04C24","2019 Sep 23","2024 Sep 23","RSA 2048 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageEmailProtection","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root G2","Fannie Mae Shared Online CA G2","DigiCert Assured ID Root G2","DigiCert Inc","Fannie Mae Shared Online CA G2","Fannie Mae","01E9DFFAF2B42BFA1FB6FEAD03E8F72C","28F7CD588FC5B0DF460DD4C678F9DC51077A0E89D38DCCBA09BC1AEEE9D698C1","814B6A0395B604AD2A95720936B55AD1F5E5DC6E782A9EEDB86F6857445CCFA8","2020 Sep 25","2030 Sep 24","RSA 2048 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageEmailProtection","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root G2","Fannie Mae Shared Online CA G3","DigiCert Assured ID Root G2","DigiCert Inc","Fannie Mae Shared Online CA G3","Fannie Mae","07C67B4C77DF8035359156B9A04C2BC5","249CB0551F86DB117BD83E72C9B08B7314F78117843EC2A9D9DD89ABE1DF2C5E","E1E03CF73357F1ACF24D22FAA62DA7890FC8E73893644A9D5937F514504A1D03","2021 Aug 31","2031 Aug 30","RSA 2048 bits","SHA256WithRSA","ExtKeyUsageEmailProtection,ExtKeyUsageClientAuth","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root G2","FedEx Public Online CA","DigiCert Assured ID Root G2","DigiCert Inc","FedEx Public Online CA","FedEx Corporation","024A459234C88775D8AA19B28ED04C54","AA942E512B4287D5BEEC85A1C5A81C2DDD136B3CC7065B6830F0685110530412","CB9563AC6E207EC676DC84EE92DF238793368667D4FB0459BAF815317B8E22B0","2019 Sep 23","2029 Sep 23","RSA 2048 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageEmailProtection","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root G2","Fuji Xerox Businessforce CA - G2","DigiCert Assured ID Root G2","DigiCert Inc","Fuji Xerox Businessforce CA - G2","Fuji Xerox Businessforce Pty. Limited","05B6677A72E218D308257E683200E779","A12A8446C0E1E5CF4079642B31A0675ECFD1D09FAD2E4884591F380026D9EAEF","C0C76DDB01948A36D4C6CA14A3E2CA86D0C18752551A836DBDE2765A79672985","2020 Sep 25","2030 Sep 24","RSA 2048 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageEmailProtection","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root G2","GE SMIME Issuing CA 3","DigiCert Assured ID Root G2","DigiCert Inc","GE SMIME Issuing CA 3","General Electric Company","0E444F45C8333C2AB648D9D2BB920A39","BDE2A6CEC1A1C04C2E423C1457949F180ED086E021BBF090556BE3CE6AD1863F","A572F53DC3D397C3686F3931AA0C1CD5AFAE847D908F87E0FF6F547D8387EA97","2020 Sep 25","2030 Sep 24","RSA 2048 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageEmailProtection","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root G2","Giesecke and Devrient CA","DigiCert Assured ID Root G2","DigiCert Inc","Giesecke and Devrient CA","Giesecke+Devrient GmbH","0A26FD66B0908240C16938316C9A1676","0A4FF256B1A0A14BB81F318B64D47D6C36A4C3529F9C39299A47ED51A2B8EE52","4E9FC210FF51078674C8828EADF79E4DA62D9DACCE4A9F0A0AEB164B69CCEC6D","2021 Mar 11","2031 Mar 10","RSA 4096 bits","SHA256WithRSA","ExtKeyUsageEmailProtection,ExtKeyUsageClientAuth,1.3.6.1.4.1.311.20.2.2,1.3.6.1.4.1.311.10.3.4","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root G2","Henkel Secure E-mail CA","DigiCert Assured ID Root G2","DigiCert Inc","Henkel Secure E-mail CA","Henkel AG & Co. KGaA","08346477CE2C7A1C25F7189E4DC2E51D","7D89BA7764CFF6FE2EE9AD44838D56C5D57F3DD736F96068DE9B0A1710FB3D47","4F959CE39DF7C6BF73F0824D802297D97324C0499D1F796AA80A8C1B574B3017","2019 May 29","2024 May 29","RSA 4096 bits","SHA256WithRSA","ExtKeyUsageEmailProtection","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root G2","Hewlett Packard Enterprise Collaboration CA G21","DigiCert Assured ID Root G2","DigiCert Inc","Hewlett Packard Enterprise Collaboration CA G21","Hewlett Packard Enterprise Company","0712E27B518A85EEE531D84ADAB6C3FE","B6E4C8D9D575A61404DE568E27BD6F3048D7B0F803065E2F6526260BDCA3D211","8059A46D67CAD5562959F1EB8FFE853F671FE600EADB0EFD3DA666E3A67921E3","2019 Apr 01","2029 Apr 01","RSA 2048 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageEmailProtection","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root G2","Hitachi Energy Assured ID CA","DigiCert Assured ID Root G2","DigiCert Inc","Hitachi Energy Assured ID CA","Hitachi Energy Ltd","064F38B0110E6CF1904F365C328841D7","8EAEC34A01A9E7017FD4BCE8BA432A350A2A16561ABE0617CCE1A0D4B1E09EEC","E5C8BC659628B239C56DE43C35D077187F3656F987AC1DC8DA2F65442882879D","2021 Sep 14","2026 Sep 13","RSA 4096 bits","SHA256WithRSA","ExtKeyUsageEmailProtection,ExtKeyUsageClientAuth","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root G2","Honeywell International Co-branded CA - G2","DigiCert Assured ID Root G2","DigiCert Inc","Honeywell International Co-branded CA - G2","Honeywell International Inc.","0397B5818DB50A1761460DE419F8498F","B78DFC942032C042CD45490E3B32433CA167067B330B52CB1453EA3AD5819080","10E1E386012AAA25714C477A7A9B48F5C0579613FE1A261B95EA610936685A55","2020 Sep 25","2030 Sep 24","RSA 2048 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageEmailProtection","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root G2","Honeywell International Co-branded QA CA - G2","DigiCert Assured ID Root G2","DigiCert Inc","Honeywell International Co-branded QA CA - G2","Honeywell International Inc.","09839881DD87169832B313D799A39326","55F064E2983EEB9AAA54229F8E35023ED10AC6BA19188B05C247BC0E79F85ACB","4D3BC36D37283274E1B0FF78F99D6A47006C4102697961D6774A0B7A92AD3301","2020 Oct 21","2030 Oct 20","RSA 2048 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageEmailProtection","TRUE","","","TRUE","","","","","",""
"DigiCert","DigiCert Assured ID Root G2","IBM Certification Authority G4","DigiCert Assured ID Root G2","DigiCert Inc","IBM Certification Authority G4","International Business Machines Corporation","0543E90D20963F9C7D54BC099549E4AA","60F53E603B0EFA71C6CC34B6E87C1145F70DC942C89F71763D90FE18E7AC589E","0C8A807FA833E8E8BE66F1054EE704AB06504EED0A8F74EC060449273A61E2A6","2019 Sep 23","2029 Sep 23","RSA 2048 bits","SHA256WithRSA","ExtKeyUsageClientAuth,ExtKeyUsageEmailProtection","TRUE","","","TRUE","","","","","",""
